매출 보고,(Revenue Report),이번 달로 가기,총매출,팩,카튼,그로서리,잡화,토바코,맥주,메인포스,카드,잡화 비율,카드/총매출,,주,주별 평균 매출,평균 담배 갑 ,평균 담배보루,평균 그로서리,평균 잡화,평균 토바코,평균 맥주,누락,주별 총 누락,,매출,담배 갑 ,담배보루,그로서리,잡화,토바코,맥주
,,12/12/2019 Thu,"$3,808.71",$679.98,$400.70,$17.23,"$1,857.40",$305.27,$183.25,"-$3,222.81","$2,307.43",53.64%,60.58%,,,,,,,,,,$585.90,,,,,,,,,
일 평균,"$4,010.79",12/13/2019 Fri,"$5,434.30",$840.01,$748.40,$44.32,"$2,662.50",$328.48,$316.18,"-$4,515.67","$3,469.08",53.89%,63.84%,,,,,,,,,,$918.63,,,,,,,,,
,,12/14/2019 Sat,"$4,214.02",$601.09,$532.50,$15.68,"$2,158.19",$286.64,$136.59,"-$3,223.93","$2,479.97",56.34%,58.85%,,,,,,,,,,$990.09,,,,,,,,,
,,12/15/2019 Sun,"$2,905.31",$595.72,$81.80,$18.04,"$1,531.90",$303.55,$109.97,"-$1,793.46","$1,482.19",58.00%,51.02%,,,,,,,,,,"$1,111.85",,,,,,,,,
,,12/16/2019 Mon,"$4,791.35",$862.53,$155.20,$33.09,"$2,690.85",$335.88,$232.89,"-$3,466.27","$2,540.74",61.78%,53.03%,,Week 154,"$4,066.71",$800.02,$291.84,$32.65,"$2,024.69",$337.05,$204.04,"$1,325.08",,,,,,,,,
,,12/17/2019 Tue,"$3,896.28",$662.74,$544.70,$31.66,"$1,791.08",$347.43,$164.15,"-$2,915.91","$2,264.55",50.57%,58.12%,,,,,,,,,,$980.37,,,,,,,,,
,,12/18/2019 Wed,"$4,209.24",$928.38,$560.80,$44.29,"$1,790.37",$317.70,$184.72,"-$3,071.94","$2,348.20",46.79%,55.79%,,,,,,,,,,"$1,137.30",,,,,,,,,
,,12/19/2019 Thu,"$3,603.96",$705.22,$147.60,$39.68,"$1,889.08",$319.17,$175.32,"-$2,786.26","$2,198.64",57.66%,61.01%,,,,,,,,,,$817.70,,,,,,,,,
,,12/20/2019 Fri,"$4,241.59",$839.92,$222.60,$25.39,"$2,149.85",$319.44,$298.49,"-$3,309.98","$2,536.22",55.75%,59.79%,,,,,,,,,,$931.61,,,,,,,,,
,,12/21/2019 Sat,"$4,044.68",$739.81,$77.60,$28.73,"$2,241.35",$407.16,$182.06,"-$2,969.25","$2,335.16",60.96%,57.73%,,,,,,,,,,"$1,075.43",,,,,,,,,
,,12/22/2019 Sun,"$3,679.90",$861.55,$334.40,$25.72,"$1,620.25",$312.54,$190.65,"-$2,350.74","$1,689.62",48.43%,45.91%,,,,,,,,,,"$1,329.16",,,,,,,,,
,,12/23/2019 Mon,"$4,791.56",$909.28,$542.40,$23.90,"$2,243.62",$460.68,$175.75,"-$3,645.25","$2,762.06",51.51%,57.64%,,Week 155,"$4,396.31",$879.64,$361.25,$23.75,"$2,105.18",$446.50,$167.62,"$1,146.31",,,,,,,,,
,,12/24/2019 Tue,"$4,179.01",$962.62,$361.30,$18.35,"$1,814.07",$439.82,$121.66,"-$2,784.76","$2,120.37",47.75%,50.74%,,,,,,,,,,"$1,394.25",,,,,,,,,
,,12/25/2019 Wed,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,$0.00,,,,,,,,,
,,12/26/2019 Thu,"$5,558.70","$1,170.61",$242.70,$30.77,"$2,713.93",$687.62,$210.88,"-$3,232.34","$2,086.30",53.71%,37.53%,,,,,,,,,,"$2,326.36",,,,,,,,,
,,12/27/2019 Fri,"$3,993.29",$758.81,$249.50,$19.63,"$2,103.10",$317.08,$181.88,"-$2,941.27","$2,189.38",57.93%,54.83%,,,,,,,,,,"$1,052.02",,,,,,,,,
,,12/28/2019 Sat,"$4,184.18",$875.61,$361.70,$35.71,"$1,899.77",$443.63,$189.99,"-$2,516.35","$1,920.50",49.94%,45.90%,,,,,,,,,,"$1,667.83",,,,,,,,,
,,12/29/2019 Sun,"$3,671.14",$600.88,$409.90,$14.11,"$1,856.56",$330.16,$125.55,"-$2,571.05","$1,898.44",55.63%,51.71%,,,,,,,,,,"$1,100.09",,,,,,,,,
,,12/30/2019 Mon,"$4,304.04",$824.44,$402.10,$37.59,"$2,058.89",$407.09,$182.40,"-$3,482.97","$2,838.48",52.62%,65.95%,,Week 156,"$4,027.74",$799.60,$300.63,$30.60,"$2,003.09",$350.37,$180.58,$821.07,,,,,,,,,
,,12/31/2019 Tue,"$5,134.87",$761.58,$308.00,$31.22,"$2,940.23",$448.68,$177.97,"-$3,608.85","$2,750.06",62.99%,53.56%,,,,,,,,,,"$1,526.02",,,,,,,,,
2020년 1월,매출 보고,1/1/2020 Wed,"$3,348.17",$703.71,$179.50,$27.23,"$1,787.98",$213.33,$131.80,"-$2,078.50","$1,799.09",58.74%,53.73%,,,,,,,,,,"$1,269.67",,,,,,,,,
,,1/2/2020 Thu,"$3,802.65",$608.42,$321.70,$34.15,"$1,956.89",$346.15,$189.37,"-$2,506.62","$1,759.51",56.61%,46.27%,,,,,,,,,,"$1,296.03",,,,,,,,,
실제 수입,"$116,576.67",1/3/2020 Fri,"$5,463.45","$1,215.02",$485.60,$33.42,"$2,599.01",$402.91,$255.30,"-$4,084.60","$3,128.87",52.33%,57.27%,,,,,,,,,,"$1,378.85",,,,,,,,,
보고 수입,"$87,279.62",1/4/2020 Sat,"$3,039.44",$784.40,$166.30,$31.18,"$1,237.44",$363.45,$180.15,"-$1,723.64","$1,204.62",44.78%,39.63%,,,,,,,,,,"$1,315.80",,,,,,,,,
카드 수입,"$66,601.91",1/5/2020 Sun,"$3,101.57",$699.62,$241.20,$19.38,"$1,441.20",$270.98,$147.04,"-$2,001.55","$1,530.53",51.11%,49.35%,,,,,,,,,,"$1,100.02",,,,,,,,,
,"$20,677.71",1/6/2020 Mon,"$3,045.69",$866.53,$304.10,$25.10,"$1,184.73",$248.81,$139.31,"-$2,132.62","$1,615.67",42.79%,53.05%,,Week 157,"$3,806.87",$810.09,$314.73,$29.66,"$1,798.24",$339.92,$161.73,$913.07,,,,,,,,,
담배 총 매출,"$34,725.51",1/7/2020 Tue,"$3,402.27",$792.39,$146.40,$55.08,"$1,568.98",$361.52,$174.07,"-$2,342.21","$1,779.61",50.73%,52.31%,,,,,,,,,,"$1,060.06",,,,,,,,,
그로서리 총 매출,$848.58,1/8/2020 Wed,"$4,176.17",$727.45,$363.30,$19.86,"$2,290.45",$241.08,$155.03,"-$3,249.07","$2,366.32",60.33%,56.66%,,,,,,,,,,$927.10,,,,,,,,,
잡화 총 매출,"$54,761.63",1/9/2020 Thu,"$3,557.05",$789.19,$169.50,$33.43,"$1,640.11",$452.97,$155.77,"-$2,822.08","$2,168.70",50.72%,60.97%,,,,,,,,,,$734.97,,,,,,,,,
토바코 총 매출,"$10,031.29",1/10/2020 Fri,"$3,876.12",$773.59,$252.90,$39.55,"$2,007.82",$310.34,$139.26,"-$3,216.03","$2,392.34",56.98%,61.72%,,,,,,,,,,$660.09,,,,,,,,,
맥주 총 매출,"$5,471.66",1/11/2020 Sat,"$4,825.41",$925.42,$594.60,$16.53,"$2,206.52",$399.52,$186.58,"-$3,629.46","$2,839.45",50.30%,58.84%,,,,,,,,,,"$1,195.95",,,,,,,,,
,,1/12/2020 Sun,"$3,765.37",$796.07,$372.30,$18.09,"$1,689.04",$365.17,$182.12,"-$2,774.38","$2,169.06",49.34%,57.61%,,,,,,,,,,$990.99,,,,,,,,,
일 평균,"$3,760.54",1/13/2020 Mon,"$3,664.76",$774.43,$773.70,$13.72,"$1,285.84",$315.12,$171.42,"-$3,329.05","$2,420.28",38.60%,66.04%,,Week 158,"$3,508.33",$714.79,$347.21,$27.16,"$1,609.50",$320.45,$153.73,$335.71,,,,,,,,,
,,1/14/2020 Tue,"$3,018.67",$593.01,$74.50,$31.06,"$1,638.82",$261.32,$145.30,"-$2,302.56","$1,725.37",59.72%,57.16%,,,,,,,,,,$716.11,,,,,,,,,
,,1/15/2020 Wed,"$3,414.18",$699.51,$239.90,$18.44,"$1,689.45",$266.81,$72.50,"-$2,078.14","$1,579.35",54.43%,46.26%,,,,,,,,,,"$1,336.04",,,,,,,,,
,,1/16/2020 Thu,"$3,041.42",$702.48,$80.90,$23.89,"$1,434.64",$406.89,$115.88,"-$2,363.30","$1,746.17",51.89%,57.41%,,,,,,,,,,$678.12,,,,,,,,,
,,1/17/2020 Fri,"$4,301.55",$680.25,$557.80,$33.72,"$2,064.79",$340.02,$233.62,"-$3,751.46","$2,754.29",52.80%,64.03%,,,,,,,,,,$550.09,,,,,,,,,
,,1/18/2020 Sat,"$4,492.16",$999.11,$396.60,$44.94,"$2,065.54",$405.74,$171.55,"-$2,995.09","$2,244.21",50.58%,49.96%,,,,,,,,,,"$1,497.07",,,,,,,,,
,,1/19/2020 Sun,"$2,625.60",$554.71,$307.10,$24.35,"$1,087.43",$247.27,$165.84,"-$2,020.55","$1,488.90",45.56%,56.71%,,,,,,,,,,$605.05,,,,,,,,,
,,1/20/2020 Mon,"$3,715.31",$790.00,$316.10,$27.13,"$1,679.67",$357.16,$207.23,"-$2,447.53","$1,971.26",49.73%,53.06%,,Week 159,"$3,834.37",$791.63,$439.17,$23.82,"$1,736.50",$300.91,$193.52,"$1,267.78",,,,,,,,,
,,1/21/2020 Tue,"$3,676.42",$814.78,$650.60,$25.82,"$1,362.87",$285.28,$202.63,"-$2,670.61","$2,191.29",40.78%,59.60%,,,,,,,,,,"$1,005.81",,,,,,,,,
,,1/22/2020 Wed,"$3,728.89",$759.90,$400.90,$26.71,"$1,820.69",$259.06,$121.88,"-$2,567.09","$1,823.03",53.71%,48.89%,,,,,,,,,,"$1,161.80",,,,,,,,,
,,1/23/2020 Thu,"$3,321.07",$725.53,$616.00,$24.72,"$1,161.59",$298.82,$192.25,"-$2,434.80","$1,854.86",38.47%,55.85%,,,,,,,,,,$886.27,,,,,,,,,
,,1/24/2020 Fri,"$4,931.58",$883.66,$451.00,$15.74,"$2,607.22",$234.15,$291.16,"-$3,886.48","$3,272.72",58.15%,66.36%,,,,,,,,,,"$1,045.10",,,,,,,,,
,,1/25/2020 Sat,"$4,228.60",$954.06,$308.00,$28.98,"$2,031.53",$316.24,$205.01,"-$3,276.13","$2,528.08",52.85%,59.79%,,,,,,,,,,$952.47,,,,,,,,,
,,1/26/2020 Sun,"$3,238.72",$613.48,$331.60,$17.62,"$1,491.95",$355.67,$134.51,"-$2,607.47","$2,018.59",50.67%,62.33%,,,,,,,,,,$631.25,,,,,,,,,
,,1/27/2020 Mon,"$5,690.27",$827.83,$496.20,$25.77,"$3,359.63",$235.95,$227.40,"-$5,690.27","$4,473.24",64.95%,78.61%,,Week 160,"$3,904.86",$798.35,$252.96,$30.47,"$1,925.24",$346.79,$197.11,$0.00,,,,,,,,,
,,1/28/2020 Tue,"$3,007.89",$703.99,$81.80,$29.09,"$1,372.79",$410.39,$136.02,"-$1,970.05","$1,473.68",50.20%,48.99%,,,,,,,,,,"$1,037.84",,,,,,,,,
,,1/29/2020 Wed,"$2,973.70",$721.98,$325.80,$19.97,"$1,203.50",$283.28,$148.57,"-$2,144.11","$1,635.17",44.52%,54.99%,,,,,,,,,,$829.59,,,,,,,,,
,,1/30/2020 Thu,"$3,202.60",$838.06,$330.80,$33.81,"$1,122.80",$337.56,$248.23,"-$2,164.32","$1,668.66",38.56%,52.10%,,,,,,,,,,"$1,038.28",,,,,,,,,
,,1/31/2020 Fri,"$4,899.92",$854.93,$215.30,$30.10,"$2,670.71",$438.33,$244.86,"-$4,019.85","$2,978.99",59.96%,60.80%,,,,,,,,,,$880.07,,,,,,,,,
2020년 2월,매출 보고,2/1/2020 Sat,"$4,059.16",$990.53,$161.40,$31.50,"$1,945.08",$389.07,$181.42,"-$3,340.32","$2,512.01",52.71%,61.88%,,,,,,,,,,$718.84,,,,,,,,,
,,2/2/2020 Sun,"$3,500.46",$651.11,$159.40,$43.04,"$1,802.19",$332.95,$193.28,"-$2,571.19","$2,060.25",56.63%,58.86%,,,,,,,,,,$929.27,,,,,,,,,
실제 수입,"$116,995.52",2/3/2020 Mon,"$3,097.03",$822.56,$382.54,$23.86,"$1,132.89",$356.89,$94.59,"-$2,193.49","$1,482.50",40.24%,47.87%,,Week 161,"$3,810.60",$842.95,$329.05,$29.52,"$1,812.91",$292.21,$156.97,$903.54,,,,,,,,,
보고 수입,"$87,113.47",2/4/2020 Tue,"$3,217.12",$835.47,$232.10,$17.17,"$1,426.62",$237.21,$175.83,"-$2,447.05","$1,823.91",48.78%,56.69%,,,,,,,,,,$770.07,,,,,,,,,
카드 수입,"$63,195.26",2/5/2020 Wed,"$4,133.21",$945.59,$489.90,$40.25,"$1,877.15",$233.25,$171.07,"-$2,769.28","$2,039.12",49.96%,49.34%,,,,,,,,,,"$1,363.93",,,,,,,,,
,"$23,918.21",2/6/2020 Thu,"$4,252.11",$761.79,$442.20,$26.97,"$2,051.13",$362.41,$220.54,"-$2,967.54","$2,300.21",53.06%,54.10%,,,,,,,,,,"$1,284.57",,,,,,,,,
담배 총 매출,"$30,639.22",2/7/2020 Fri,"$3,771.55",$736.25,$251.30,$28.42,"$1,965.85",$310.15,$136.42,"-$2,821.48","$2,191.38",57.34%,58.10%,,,,,,,,,,$950.07,,,,,,,,,
그로서리 총 매출,$832.19,2/8/2020 Sat,"$4,514.95",$889.07,$268.20,$25.11,"$2,362.08",$364.94,$194.77,"-$3,359.84","$2,652.89",57.55%,58.76%,,,,,,,,,,"$1,155.11",,,,,,,,,
잡화 총 매출,"$56,550.05",2/9/2020 Sun,"$3,688.25",$909.90,$237.10,$44.88,"$1,874.63",$180.61,$105.56,"-$3,109.22","$2,396.69",55.91%,64.98%,,,,,,,,,,$579.03,,,,,,,,,
토바코 총 매출,"$9,261.63",2/10/2020 Mon,"$4,189.53",$787.04,$392.40,$31.08,"$2,103.27",$321.23,$178.73,"-$3,094.37","$2,476.42",55.22%,59.11%,,Week 162,"$4,233.68",$794.48,$274.03,$27.20,"$2,183.68",$359.11,$210.83,"$1,095.16",,,,,,,,,
맥주 총 매출,"$5,299.51",2/11/2020 Tue,"$4,254.00",$678.60,$161.80,$20.56,"$2,443.34",$416.03,$146.63,"-$2,889.92","$2,200.77",63.18%,51.73%,,,,,,,,,,"$1,364.08",,,,,,,,,
,,2/12/2020 Wed,"$2,927.78",$765.70,$143.70,$25.40,"$1,135.38",$350.58,$240.60,"-$2,298.46","$1,719.58",42.66%,58.73%,,,,,,,,,,$629.32,,,,,,,,,
일 평균,"$4,033.44",2/13/2020 Thu,"$4,138.82",$793.77,$241.40,$25.05,"$2,171.11",$306.87,$224.08,"-$3,041.59","$2,361.85",57.70%,57.07%,,,,,,,,,,"$1,097.23",,,,,,,,,
,,2/14/2020 Fri,"$5,349.84","$1,042.05",$426.90,$29.83,"$2,722.62",$387.19,$255.00,"-$4,746.60","$3,253.47",55.98%,60.81%,,,,,,,,,,$603.24,,,,,,,,,
,,2/15/2020 Sat,"$4,796.88",$813.11,$239.90,$34.57,"$2,664.31",$326.77,$281.80,"-$3,661.19","$2,456.48",61.10%,51.21%,,,,,,,,,,"$1,135.69",,,,,,,,,
,,2/16/2020 Sun,"$3,978.89",$681.10,$312.10,$23.89,"$2,045.72",$405.10,$148.96,"-$2,676.05","$2,039.85",56.56%,51.27%,,,,,,,,,,"$1,302.84",,,,,,,,,
,,2/17/2020 Mon,"$3,705.00",$771.45,$332.50,$37.89,"$1,645.43",$385.23,$195.52,"-$2,608.34","$2,023.36",48.85%,54.61%,,Week 163,"$4,027.54",$768.45,$281.97,$32.48,"$2,035.66",$340.04,$190.73,"$1,096.66",,,,,,,,,
,,2/18/2020 Tue,"$4,102.25",$756.49,$164.50,$37.90,"$2,258.16",$354.23,$157.74,"-$2,712.55","$2,070.21",60.55%,50.47%,,,,,,,,,,"$1,389.70",,,,,,,,,
,,2/19/2020 Wed,"$3,314.46",$696.61,$177.20,$25.16,"$1,499.03",$382.68,$232.24,"-$2,402.59","$1,865.99",49.75%,56.30%,,,,,,,,,,$911.87,,,,,,,,,
,,2/20/2020 Thu,"$4,117.93",$800.81,$343.30,$36.94,"$2,059.90",$279.46,$222.75,"-$3,236.56","$2,661.25",55.02%,64.63%,,,,,,,,,,$881.37,,,,,,,,,
,,2/21/2020 Fri,"$4,923.28",$972.78,$287.40,$30.81,"$2,690.37",$317.89,$176.10,"-$3,130.72","$2,331.78",60.11%,47.36%,,,,,,,,,,"$1,792.56",,,,,,,,,
,,2/22/2020 Sat,"$4,379.40",$717.89,$256.60,$34.55,"$2,401.01",$323.45,$247.47,"-$3,334.33","$2,559.12",60.31%,58.44%,,,,,,,,,,"$1,045.07",,,,,,,,,
,,2/23/2020 Sun,"$3,650.45",$663.12,$412.30,$24.13,"$1,695.74",$337.37,$103.28,"-$3,120.37","$2,282.09",51.10%,62.52%,,,,,,,,,,$530.08,,,,,,,,,
,,2/24/2020 Mon,"$3,745.71",$774.20,$166.30,$36.18,"$1,885.54",$375.68,$167.00,"-$2,946.19","$2,183.79",55.37%,58.30%,,Week 164,"$4,108.94",$831.29,$263.73,$28.99,"$2,079.41",$339.36,$192.32,$799.52,,,,,,,,,
,,2/25/2020 Tue,"$3,332.61",$780.79,$223.50,$26.14,"$1,617.14",$241.04,$140.76,"-$2,300.32","$1,600.14",53.38%,48.01%,,,,,,,,,,"$1,032.29",,,,,,,,,
,,2/26/2020 Wed,"$3,849.28",$838.24,$470.00,$17.86,"$1,590.88",$375.23,$206.88,"-$2,876.83","$2,157.44",45.46%,56.05%,,,,,,,,,,$972.45,,,,,,,,,
,,2/27/2020 Thu,"$3,740.78",$763.81,$0.00,$18.15,"$2,124.23",$246.34,$247.89,"-$2,619.86","$1,980.77",62.46%,52.95%,,,,,,,,,,"$1,120.92",,,,,,,,,
,,2/28/2020 Fri,"$5,502.06",$931.89,$423.60,$22.31,"$3,010.70",$362.52,$250.55,"-$4,098.01","$3,156.35",60.19%,57.37%,,,,,,,,,,"$1,404.05",,,,,,,,,
,,2/29/2020 Sat,"$4,762.73",$999.59,$420.30,$44.09,"$2,293.63",$388.33,$183.47,"-$3,739.21","$2,867.60",52.97%,60.21%,,,,,,,,,,"$1,023.52",,,,,,,,,
2020년 3월,매출 보고,3/1/2020 Sun,"$3,829.39",$730.52,$142.40,$38.22,"$2,033.75",$386.41,$149.68,"-$2,822.46","$2,156.64",58.42%,56.32%,,,,,,,,,,"$1,006.93",,,,,,,,,
,,3/2/2020 Mon,"$4,801.30",$728.91,$362.10,$40.50,"$2,579.60",$421.33,$232.15,"-$3,599.99","$2,761.82",59.10%,57.52%,,Week 165,"$4,395.17",$859.54,$315.94,$32.28,"$2,270.20",$330.17,$187.16,"$1,201.31",,,,,,,,,
실제 수입,"$152,615.24",3/3/2020 Tue,"$4,422.04","$1,036.97",$324.50,$40.59,"$2,060.03",$360.87,$196.53,"-$3,198.43","$2,350.61",51.24%,53.16%,,,,,,,,,,"$1,223.61",,,,,,,,,
보고 수입,"$121,983.88",3/4/2020 Wed,"$4,694.83",$904.90,$670.10,$27.16,"$2,043.58",$408.46,$213.53,"-$4,004.19","$3,082.18",47.88%,65.65%,,,,,,,,,,$690.64,,,,,,,,,
카드 수입,"$88,710.75",3/5/2020 Thu,"$3,249.35",$788.28,$141.40,$24.45,"$1,577.74",$223.35,$198.47,"-$2,292.85","$1,500.90",53.41%,46.19%,,,,,,,,,,$956.50,,,,,,,,,
,"$33,273.13",3/6/2020 Fri,"$5,386.89","$1,036.15",$289.50,$23.81,"$3,013.42",$324.01,$209.96,"-$5,386.89","$3,461.67",61.53%,64.26%,,,,,,,,,,$0.00,,,,,,,,,
담배 총 매출,"$41,635.48",3/7/2020 Sat,"$4,708.65",$858.41,$169.00,$42.91,"$2,726.16",$327.40,$156.37,"-$3,659.47","$2,679.88",63.69%,56.91%,,,,,,,,,,"$1,049.18",,,,,,,,,
그로서리 총 매출,"$1,038.66",3/8/2020 Sun,"$3,503.14",$663.16,$255.00,$26.55,"$1,890.88",$245.76,$103.11,"-$2,729.41","$1,960.07",59.37%,55.95%,,,,,,,,,,$773.73,,,,,,,,,
잡화 총 매출,"$77,474.23",3/9/2020 Mon,"$4,266.55",$919.49,$444.50,$32.10,"$1,985.33",$331.56,$165.38,"-$2,946.48","$1,900.10",51.19%,44.53%,,Week 166,"$4,475.36",$838.93,$427.54,$32.32,"$2,198.03",$362.39,$208.99,"$1,320.07",,,,,,,,,
토바코 총 매출,"$12,333.15",3/10/2020 Tue,"$3,927.28",$728.29,$305.70,$25.32,"$1,837.08",$306.22,$367.35,"-$3,291.89","$2,383.72",51.46%,60.70%,,,,,,,,,,$635.39,,,,,,,,,
맥주 총 매출,"$6,320.15",3/11/2020 Wed,"$4,236.00",$769.31,$412.20,$30.15,"$2,131.78",$285.14,$222.04,"-$3,129.37","$2,292.11",55.36%,54.11%,,,,,,,,,,"$1,106.63",,,,,,,,,
,,3/12/2020 Thu,"$4,225.66",$857.87,$445.00,$44.07,"$1,976.99",$366.24,$151.05,"-$3,125.59","$2,305.65",51.46%,54.56%,,,,,,,,,,"$1,100.07",,,,,,,,,
일 평균,"$4,923.07",3/13/2020 Fri,"$5,367.12","$1,068.53",$476.40,$30.71,"$2,581.19",$486.26,$235.81,"-$4,395.73","$3,346.61",52.90%,62.35%,,,,,,,,,,$971.39,,,,,,,,,
,,3/14/2020 Sat,"$5,118.44",$767.51,$353.60,$37.47,"$3,008.65",$341.44,$144.10,"-$4,018.28","$3,196.87",64.66%,62.46%,,,,,,,,,,"$1,100.16",,,,,,,,,
,,3/15/2020 Sun,"$4,186.49",$761.53,$555.40,$26.41,"$1,865.22",$419.84,$177.17,"-$3,306.39","$2,490.10",49.01%,59.48%,,,,,,,,,,$880.10,,,,,,,,,
,,3/16/2020 Mon,"$6,275.25",$909.10,$403.40,$23.09,"$3,717.81",$425.93,$225.19,"-$5,945.25","$4,414.32",65.17%,70.34%,,Week 167,"$5,452.44",$880.26,$571.90,$37.03,"$2,802.80",$444.36,$220.12,$330.00,,,,,,,,,
,,3/17/2020 Tue,"$4,852.60",$844.88,$740.60,$31.70,"$2,287.97",$303.15,$202.85,"-$3,515.62","$2,565.39",51.86%,52.87%,,,,,,,,,,"$1,336.98",,,,,,,,,
,,3/18/2020 Wed,"$4,843.20",$984.66,$424.60,$33.97,"$2,377.36",$389.32,$192.75,"-$3,476.48","$2,460.68",54.00%,50.81%,,,,,,,,,,"$1,366.72",,,,,,,,,
,,3/19/2020 Thu,"$5,485.27",$834.11,$736.40,$34.25,"$2,609.95",$599.06,$172.55,"-$4,088.57","$3,240.61",52.34%,59.08%,,,,,,,,,,"$1,396.70",,,,,,,,,
,,3/20/2020 Fri,"$7,575.23","$1,066.57","$1,282.10",$76.42,"$3,693.00",$386.54,$381.56,"-$6,407.01","$4,442.93",53.63%,58.65%,,,,,,,,,,"$1,168.22",,,,,,,,,
,,3/21/2020 Sat,"$5,658.20",$795.00,$250.80,$34.37,"$3,208.48",$680.41,$174.37,"-$4,228.04","$3,224.37",62.38%,56.99%,,,,,,,,,,"$1,430.16",,,,,,,,,
,,3/22/2020 Sun,"$3,477.36",$727.53,$165.40,$25.40,"$1,725.02",$326.09,$191.58,"-$3,147.30","$2,270.44",54.57%,65.29%,,,,,,,,,,$330.06,,,,,,,,,
,,3/23/2020 Mon,"$6,900.97",$957.12,$873.20,$28.31,"$3,559.49",$642.53,$212.61,"-$6,304.27","$4,424.22",56.74%,64.11%,,Week 168,"$5,397.56",$879.11,$698.96,$30.39,"$2,658.49",$449.15,$190.49,$596.70,,,,,,,,,
,,3/24/2020 Tue,"$5,298.50",$686.51,$763.50,$12.65,"$2,865.75",$360.94,$127.16,"-$3,978.39","$2,868.96",59.49%,54.15%,,,,,,,,,,"$1,320.11",,,,,,,,,
,,3/25/2020 Wed,"$6,789.02","$1,069.73","$1,078.70",$23.08,"$3,112.87",$646.23,$240.91,"-$5,572.90","$3,869.12",50.44%,56.99%,,,,,,,,,,"$1,216.12",,,,,,,,,
,,3/26/2020 Thu,"$4,424.83",$723.05,$714.10,$21.09,"$2,160.83",$309.14,$94.07,"-$2,819.67","$1,994.81",53.72%,45.08%,,,,,,,,,,"$1,605.16",,,,,,,,,
,,3/27/2020 Fri,"$6,114.55","$1,007.61",$850.30,$63.90,"$3,146.84",$286.76,$203.00,"-$5,498.03","$4,030.19",56.61%,65.91%,,,,,,,,,,$616.52,,,,,,,,,
,,3/28/2020 Sat,"$4,493.88",$942.02,$228.00,$42.45,"$1,999.37",$583.85,$289.39,"-$3,723.77","$2,723.41",48.94%,60.60%,,,,,,,,,,$770.11,,,,,,,,,
,,3/29/2020 Sun,"$3,761.17",$767.71,$384.90,$21.27,"$1,764.27",$314.59,$166.29,"-$2,832.12","$1,939.70",51.60%,51.57%,,,,,,,,,,$929.05,,,,,,,,,
,,3/30/2020 Mon,"$5,362.83",$829.03,$487.61,$36.17,"$2,986.70",$345.92,$259.53,"-$4,339.69","$3,431.83",61.26%,63.99%,,Week 169,"$5,736.05",$983.31,$497.32,$40.32,"$2,988.55",$467.27,$246.76,"$1,023.14",,,,,,,,,
,,3/31/2020 Tue,"$5,379.25",$975.21,$165.40,$40.12,"$2,947.12",$498.40,$263.64,"-$4,199.35","$2,940.84",60.27%,54.67%,,,,,,,,,,"$1,179.90",,,,,,,,,
2020년 4월,매출 보고,4/1/2020 Wed,"$5,745.89","$1,015.67",$601.80,$20.53,"$2,803.42",$524.13,$217.65,"-$4,570.60","$3,314.31",53.67%,57.68%,,,,,,,,,,"$1,175.29",,,,,,,,,
,,4/2/2020 Thu,"$5,875.51","$1,075.11",$732.60,$55.53,"$2,850.75",$411.28,$250.75,"-$4,758.82","$3,270.81",53.37%,55.67%,,,,,,,,,,"$1,116.69",,,,,,,,,
실제 수입,"$191,896.85",4/3/2020 Fri,"$6,904.76","$1,208.89",$498.90,$75.72,"$3,668.63",$509.00,$315.48,"-$5,595.92","$4,087.22",58.45%,59.19%,,,,,,,,,,"$1,308.84",,,,,,,,,
보고 수입,"$156,600.36",4/4/2020 Sat,"$6,742.21",$944.35,$623.50,$22.54,"$3,793.22",$578.30,$167.01,"-$5,642.07","$4,234.68",61.89%,62.81%,,,,,,,,,,"$1,100.14",,,,,,,,,
카드 수입,"$115,392.95",4/5/2020 Sun,"$4,141.93",$834.94,$371.40,$31.66,"$1,870.04",$403.89,$253.25,"-$3,481.86","$2,529.19",49.66%,61.06%,,,,,,,,,,$660.07,,,,,,,,,
,"$41,207.41",4/6/2020 Mon,"$5,370.13",$907.97,$445.70,$43.10,"$2,725.15",$516.19,$243.79,"-$4,387.94","$3,290.28",55.82%,61.27%,,Week 170,"$5,648.98",$999.45,$560.17,$46.34,"$2,829.16",$462.80,$237.25,$982.19,,,,,,,,,
담배 총 매출,"$48,219.08",4/7/2020 Tue,"$5,818.05","$1,321.99",$435.30,$63.20,"$2,893.94",$452.52,$121.88,"-$5,047.94","$3,742.42",54.71%,64.32%,,,,,,,,,,$770.11,,,,,,,,,
그로서리 총 매출,"$1,443.78",4/8/2020 Wed,"$5,806.50",$951.14,$770.30,$33.78,"$2,685.17",$561.41,$276.49,"-$4,695.53","$3,319.48",50.87%,57.17%,2871,,,,,,,,,"$1,110.97",,,,,,,,,
잡화 총 매출,"$97,801.49",4/9/2020 Thu,"$5,584.73",$950.51,$508.50,$40.67,"$2,847.89",$421.56,$307.56,"-$4,330.58","$3,412.05",56.09%,61.10%,,,,,,,,,,"$1,254.15",,,,,,,,,
