매출 보고,(Revenue Report),이번 달로 가기,총매출,팩,카튼,그로서리,잡화,토바코,맥주,메인포스,카드,잡화 비율,카드/총매출,,주,주별 평균 매출,평균 담배 갑 ,평균 담배보루,평균 그로서리,평균 잡화,평균 토바코,평균 맥주,누락,주별 총 누락,,매출,담배 갑 ,담배보루,그로서리,잡화,토바코,맥주
,,7/24/2017 Mon,"$2,162.14",$645.24,$152.30,$49.78,$625.57,$338.09,$154.74,"-$1,308.13",$930.94,31.83%,43.06%,,Week 19,"$2,334.44",$768.63,$243.30,$37.36,$700.69,$236.26,$138.38,$854.01,"$4,809.24",,,,,,,,
,,7/25/2017 Tues,"$2,149.16",$898.03,$261.10,$26.22,$446.16,$193.30,$129.32,"-$1,476.09","$1,053.27",22.84%,49.01%,,,,,,,,,,$673.07,,,,,,,,,
,,7/26/2017 Wed,"$2,365.21",$782.75,$314.60,$52.32,$706.85,$199.85,$94.22,"-$1,752.14","$1,403.47",32.87%,59.34%,,,,,,,,,,$613.07,,,,,,,,,
,,7/27/2017 Thur,"$2,229.01",$747.42,$160.80,$47.41,$687.34,$280.84,$117.90,"-$1,537.53","$1,234.90",33.92%,55.40%,,,,,,,,,,$691.48,,,,,,,,,
,,7/28/2017 Fri,"$2,388.31",$792.86,$287.50,$30.31,$621.16,$261.46,$178.28,"-$1,833.95","$1,335.12",28.61%,55.90%,,,,,,,,,,$554.36,,,,,,,,,
,,7/29/2017 Sat,"$2,649.93",$961.87,$71.40,$16.98,"$1,008.37",$194.24,$155.93,"-$1,648.01","$1,185.56",41.86%,44.74%,,,,,,,,,,"$1,001.92",,,,,,,,,
,,7/30/2017 Sun,"$2,397.30",$552.22,$455.40,$38.47,$809.37,$186.03,$138.29,"-$1,975.97","$1,432.08",37.14%,59.74%,,,,,,,,,,$421.33,,,,,,,,,
,,7/31/2017 Mon,"$2,862.33",$815.07,$413.80,$108.48,$733.61,$374.22,$158.01,"-$2,340.24","$1,684.55",28.19%,58.85%,,Week 20,"$2,448.29",$662.11,$220.21,$51.92,$836.50,$323.41,$137.72,$522.09,"$5,516.08",,,,,,,,
2017년 8월,매출 보고,8/1/2017 Tues,"$2,237.01",$716.79,$78.90,$36.35,$832.25,$286.96,$120.64,"-$1,531.55","$1,111.17",40.92%,49.67%,,,,,,,,,,$705.46,,,,,,,,,
,,8/2/2017 Wed,"$2,028.10",$608.37,$70.40,$36.45,$592.66,$372.07,$164.06,"-$1,443.88",$754.91,32.14%,37.22%,,,,,,,,,,$584.22,,,,,,,,,
실제 수익,"$73,235.48",8/3/2017 Thur,"$2,381.12",$617.29,$315.30,$45.73,$757.59,$297.86,$132.34,"-$1,643.64","$1,183.64",35.00%,49.71%,,,,,,,,,,$737.48,,,,,,,,,
보고 수익,"$47,970.80",8/4/2017 Fri,"$3,029.49",$839.70,$305.60,$47.84,"$1,027.89",$334.85,$198.88,"-$1,999.23","$1,348.91",37.32%,44.53%,,,,,,,,,,"$1,030.26",,,,,,,,,
카드 수익,"$33,801.80",8/5/2017 Sat,"$2,362.69",$558.41,$148.80,$53.22,$918.10,$373.87,$96.61,"-$1,412.80",$994.66,42.74%,42.10%,,,,,,,,,,$949.89,,,,,,,,,
,"$14,169.00",8/6/2017 Sun,"$2,237.26",$479.16,$208.70,$35.35,$993.43,$224.02,$93.53,"-$1,250.58",$939.57,48.84%,42.00%,,,,,,,,,,$986.68,,,,,,,,,
담배 수익,"$27,324.95",8/7/2017 Mon,"$2,167.82",$681.05,$452.90,$49.92,$312.73,$304.77,$170.06,"-$1,719.90","$1,059.63",15.87%,48.88%,,Week 21,"$2,382.90",$663.41,$239.40,$39.68,$796.05,$284.51,$143.64,$447.92,"$5,440.62",,,,,,,,
그로서리 수익,"$1,122.91",8/8/2017 Tues,"$2,153.02",$638.98,$143.80,$37.39,$706.69,$281.03,$150.00,"-$1,376.14",$968.90,36.11%,45.00%,,,,,,,,,,$776.88,,,,,,,,,
잡화 수익,"$25,363.49",8/9/2017 Wed,"$2,733.93",$870.96,$171.80,$47.35,"$1,035.11",$271.88,$88.30,"-$1,711.12","$1,272.03",41.65%,46.53%,,,,,,,,,,"$1,022.81",,,,,,,,,
토바코 수익,"$8,658.75",8/10/2017 Thur,"$2,337.02",$622.57,$277.60,$33.38,$764.21,$306.21,$121.27,"-$1,647.01","$1,218.87",35.97%,52.15%,,,,,,,,,,$690.01,,,,,,,,,
맥주 수익,"$4,525.21",8/11/2017 Fri,"$2,373.20",$879.77,$148.30,$38.76,$651.94,$295.06,$144.24,"-$1,687.20","$1,271.18",30.22%,53.56%,,,,,,,,,,$686.00,,,,,,,,,
,,8/12/2017 Sat,"$2,442.46",$559.28,$320.60,$46.51,$821.55,$288.20,$184.30,"-$1,641.37","$1,123.70",37.00%,46.01%,,,,,,,,,,$801.09,,,,,,,,,
,,8/13/2017 Sun,"$2,472.88",$391.28,$160.80,$24.48,"$1,280.12",$244.41,$147.34,"-$1,456.97","$1,063.76",56.94%,43.02%,Seahawks,,,,,,,,,"$1,015.91",,,,,,,,,
,,8/14/2017 Mon,"$2,432.05",$714.22,$239.40,$21.01,$873.97,$229.75,$127.72,"-$1,702.33","$1,247.99",39.53%,51.31%,,Week 22,"$2,554.43",$733.22,$204.82,$29.56,$962.02,$258.51,$150.77,$729.72,"$6,577.32",,,,,,,,
,,8/15/2017 Tues,"$2,714.53",$720.11,$157.80,$22.00,"$1,142.45",$327.02,$226.36,"-$1,848.76","$1,424.50",46.30%,52.48%,,,,,,,,,,$865.77,,,,,,,,,
,,8/16/2017 Wed,"$2,311.07",$787.79,$152.30,$26.97,$754.88,$230.33,$148.56,"-$1,510.69",$970.78,35.93%,42.01%,,,,,,,,,,$800.38,,,,,,,,,
,,8/17/2017 Thur,"$2,575.64",$642.35,$150.30,$28.54,$910.20,$437.15,$167.99,"-$1,696.41","$1,240.86",38.87%,48.18%,,,,,,,,,,$879.23,,,,,,,,,
,,8/18/2017 Fri,"$2,690.88",$798.92,$360.92,$31.80,$857.05,$218.37,$179.94,"-$1,744.53","$1,315.03",35.04%,48.87%,Seahawks,,,,,,,,,$946.35,,,,,,,,,
,,8/19/2017 Sat,"$3,002.73",$734.83,$294.10,$43.54,"$1,298.53",$222.06,$134.73,"-$1,703.53","$1,235.65",47.57%,41.15%,,,,,,,,,,"$1,299.20",,,,,,,,,
,,8/20/2017 Sun,"$2,154.10",$734.30,$78.90,$33.03,$897.05,$144.86,$70.08,"-$1,097.43",$616.88,45.81%,28.64%,,,,,,,,,,"$1,056.67",,,,,,,,,
,,8/21/2017 Mon,"$1,874.92",$471.17,$119.80,$33.45,$712.44,$295.11,$72.43,"-$1,207.69",$925.38,41.80%,49.36%,,Week 23,"$2,190.79",$664.95,$171.84,$36.60,$695.95,$291.83,$135.80,$667.23,"$5,026.39",,,,,,,,
,,8/22/2017 Tues,"$2,278.24",$800.16,$78.90,$27.80,$679.84,$340.76,$143.52,"-$1,582.05","$1,146.54",32.82%,50.33%,,,,,,,,,,$696.19,,,,,,,,,
,,8/23/2017 Wed,"$2,241.88",$701.77,$296.10,$51.82,$547.94,$272.48,$169.68,"-$1,465.33",$895.88,26.89%,39.96%,,,,,,,,,,$776.55,,,,,,,,,
,,8/24/2017 Thur,"$2,433.64",$782.88,$174.80,$23.68,$713.87,$375.11,$142.08,"-$1,878.76","$1,324.42",32.27%,54.42%,,,,,,,,,,$554.88,,,,,,,,,
,,8/25/2017 Fri,"$2,282.59",$724.86,$78.90,$36.05,$818.57,$260.91,$156.46,"-$1,384.86",$909.07,39.45%,39.83%,,,,,,,,,,$897.73,,,,,,,,,
,,8/26/2017 Sat,"$2,422.00",$617.70,$305.10,$49.17,$770.60,$262.38,$197.04,"-$1,551.63","$1,184.69",35.00%,48.91%,,,,,,,,,,$870.37,,,,,,,,,
,,8/27/2017 Sun,"$1,802.26",$556.12,$149.30,$34.23,$628.38,$236.08,$69.36,"-$1,238.82",$972.73,38.35%,53.97%,,,,,,,,,,$563.44,,,,,,,,,
,,8/28/2017 Mon,"$2,480.26",$784.87,$288.60,$37.98,$780.17,$215.40,$363.46,"-$1,671.99","$1,271.18",34.60%,51.25%,,Week 24,"$2,386.99",$720.94,$170.20,$29.30,$896.05,$222.75,$162.09,$808.27,"$6,542.78",,,,,,,,
,,8/29/2017 Tues,"$2,097.17",$690.82,$0.00,$37.26,$826.55,$243.62,$110.75,"-$1,265.91",$757.08,43.35%,36.10%,,,,,,,,,,$831.26,,,,,,,,,
,,8/30/2017 Wed,"$1,987.47",$609.81,$214.70,$31.90,$686.41,$164.07,$100.11,"-$1,213.87",$995.45,37.99%,50.09%,,,,,,,,,,$773.60,,,,,,,,,
,,8/31/2017 Thur,"$2,498.05",$818.54,$226.70,$19.95,$770.32,$302.10,$133.37,"-$1,684.82","$1,056.76",33.92%,42.30%,,,,,,,,,,$813.23,,,,,,,,,
2017년 9월,매출 보고,9/1/2017 Fri,"$3,262.44",$792.07,$78.90,$23.18,"$1,694.96",$275.69,$101.53,"-$1,890.07","$1,310.44",57.15%,40.17%,,,,,,,,,,"$1,372.37",,,,,,,,,
,,9/2/2017 Sat,"$2,502.36",$707.63,$237.20,$24.45,$881.49,$217.11,$207.03,"-$1,320.62",$875.23,38.75%,34.98%,,,,,,,,,,"$1,181.74",,,,,,,,,
실제 수익,"$72,850.42",9/3/2017 Sun,"$1,881.15",$642.81,$145.30,$30.37,$632.47,$141.28,$118.36,"-$1,118.84",$865.49,36.98%,46.01%,,,,,,,,,,$762.31,,,,,,,,,
보고 수익,"$46,093.17",9/4/2017 Mon,"$2,352.04",$545.44,$388.00,$21.23,$718.66,$362.54,$102.74,"-$1,572.59","$1,163.74",33.61%,49.48%,,Week 25,"$2,365.48",$614.55,$228.49,$35.38,$827.11,$302.83,$142.76,$779.45,"$6,137.46",,,,,,,,
카드 수익,"$33,718.23",9/5/2017 Tues,"$2,760.39",$609.37,$478.40,$39.41,$864.80,$401.40,$116.87,"-$1,764.47","$1,323.39",34.46%,47.94%,,,,,,,,,,$995.92,,,,,,,,,
,"$12,374.94",9/6/2017 Wed,"$1,763.42",$462.87,$0.00,$41.64,$718.52,$235.49,$145.03,-$971.97,$665.03,44.82%,37.71%,,,,,,,,,,$791.45,,,,,,,,,
담배 수익,"$25,495.78",9/7/2017 Thur,"$2,595.16",$597.92,$222.70,$42.39,"$1,018.50",$343.99,$134.68,"-$1,596.64","$1,229.86",43.17%,47.39%,,,,,,,,,,$998.52,,,,,,,,,
그로서리 수익,$961.51,9/8/2017 Fri,"$3,081.99",$766.07,$361.50,$37.20,"$1,063.36",$348.00,$226.59,"-$2,168.02","$1,632.45",37.95%,52.97%,,,,,,,,,,$913.97,,,,,,,,,
잡화 수익,"$27,611.19",9/9/2017 Sat,"$2,747.21",$831.99,$148.80,$42.32,"$1,015.77",$295.43,$164.15,"-$1,514.49","$1,070.02",40.67%,38.95%,,,,,,,,,,"$1,232.72",,,,,,,,,
토바코 수익,"$8,083.79",9/10/2017 Sun,"$1,258.18",$488.19,$0.00,$23.45,$390.13,$132.99,$109.24,-$832.75,$597.61,34.11%,47.50%,Seahawks,,,,,,,,,$425.43,,,,,,,,,
맥주 수익,"$4,243.83",9/11/2017 Mon,"$2,637.83",$690.81,$273.10,$18.48,"$1,023.27",$217.21,$175.38,"-$1,597.57","$1,171.52",42.67%,44.41%,,Week 26,"$2,410.31",$665.43,$166.56,$33.47,$954.60,$248.46,$134.20,"$1,040.26","$6,335.11",,,,,,,,
,,9/12/2017 Tues,"$2,318.59",$799.51,$73.40,$42.02,$873.79,$279.81,$119.52,"-$1,274.65",$917.88,41.45%,39.59%,,,,,,,,,,"$1,043.94",,,,,,,,,
,,9/13/2017 Wed,"$2,212.25",$697.50,$71.40,$34.73,$880.85,$223.43,$103.30,"-$1,496.30","$1,145.33",43.80%,51.77%,,,,,,,,,,$715.95,,,,,,,,,
,,9/14/2017 Thur,"$2,379.73",$694.06,$157.80,$31.47,$794.38,$325.15,$160.83,"-$1,536.36","$1,159.01",36.72%,48.70%,,,,,,,,,,$843.37,,,,,,,,,
,,9/15/2017 Fri,"$2,947.92",$621.23,$129.80,$39.22,"$1,385.11",$332.24,$172.41,"-$1,733.97","$1,240.24",51.68%,42.07%,,,,,,,,,,"$1,213.95",,,,,,,,,
,,9/16/2017 Sat,"$2,645.09",$664.85,$152.30,$45.26,"$1,229.09",$168.84,$144.08,"-$1,751.18","$1,314.79",51.11%,49.71%,,,,,,,,,,$893.91,,,,,,,,,
,,9/17/2017 Sun,"$1,730.76",$490.04,$308.10,$23.08,$495.73,$192.56,$63.87,"-$1,147.03",$814.20,31.51%,47.04%,Seahawks,,,,,,,,,$583.73,,,,,,,,,
,,9/18/2017 Mon,"$2,511.25",$754.30,$78.90,$16.79,"$1,114.47",$210.03,$108.64,"-$1,402.82","$1,043.73",48.82%,41.56%,,Week 27,"$2,589.50",$721.40,$161.36,$29.45,"$1,018.77",$295.99,$139.63,"$1,108.43","$6,194.48",,,,,,,,
,,9/19/2017 Tues,"$2,615.79",$439.70,$448.40,$23.23,$865.94,$451.57,$149.44,"-$1,865.26","$1,463.36",36.41%,55.94%,,,,,,,,,,$750.53,,,,,,,,,
,,9/20/2017 Wed,"$2,435.30",$632.80,$250.70,$27.11,$793.94,$349.31,$160.07,"-$1,463.56","$1,033.96",35.86%,42.46%,,,,,,,,,,$971.74,,,,,,,,,
,,9/21/2017 Thur,"$2,840.86",$925.89,$129.80,$49.57,"$1,132.96",$196.13,$144.85,"-$1,862.65","$1,377.43",43.87%,48.49%,,,,,,,,,,$978.21,,,,,,,,,
,,9/22/2017 Fri,"$2,325.23",$813.35,$142.80,$38.78,$793.33,$249.79,$155.89,"-$1,478.33","$1,171.46",37.53%,50.38%,,,,,,,,,,$846.90,,,,,,,,,
,,9/23/2017 Sat,"$3,270.04",$743.66,$78.90,$24.02,"$1,752.52",$254.58,$118.91,"-$2,531.43","$1,910.96",58.95%,58.44%,,,,,,,,,,$738.61,,,,,,,,,
,,9/24/2017 Sun,"$2,128.02",$740.10,$0.00,$26.62,$678.25,$360.53,$129.59,"-$1,327.96",$942.35,35.06%,44.28%,Seahawks,,,,,,,,,$800.06,,,,,,,,,
,,9/25/2017 Mon,"$2,138.01",$737.96,$81.90,$33.95,$642.09,$299.56,$148.16,"-$1,405.45",$946.29,33.04%,44.26%,,Week 28,"$2,219.38",$676.90,$131.69,$30.96,$774.06,$247.87,$156.86,$732.56,"$5,473.45",,,,,,,,
,,9/26/2017 Tues,"$2,640.44",$698.17,$374.00,$28.22,$897.38,$234.92,$194.06,"-$1,693.96","$1,251.00",37.38%,47.38%,,,,,,,,,,$946.48,,,,,,,,,
,,9/27/2017 Wed,"$1,752.71",$676.88,$159.80,$27.20,$404.92,$165.74,$168.83,"-$1,204.39",$800.57,25.41%,45.68%,,,,,,,,,,$548.32,,,,,,,,,
,,9/28/2017 Thur,"$2,915.32",$804.02,$70.90,$39.02,"$1,267.15",$284.50,$185.45,"-$1,925.76","$1,402.88",47.81%,48.12%,,,,,,,,,,$989.56,,,,,,,,,
,,9/29/2017 Fri,"$2,007.58",$561.85,$78.90,$25.86,$793.38,$261.21,$104.61,"-$1,136.79",$872.04,43.47%,43.44%,,,,,,,,,,$870.79,,,,,,,,,
,,9/30/2017 Sat,"$2,193.36",$661.14,$81.90,$41.24,$793.98,$272.76,$109.72,"-$1,507.29","$1,005.97",39.82%,45.86%,,,,,,,,,,$686.07,,,,,,,,,
2017년 10월,매출 보고,10/1/2017 Sun,"$1,888.21",$598.26,$74.40,$21.26,$619.55,$216.38,$187.16,"-$1,188.54",$709.22,36.09%,37.56%,,,,,,,,,,$699.67,,,,,,,,,
,,10/2/2017 Mon,"$2,397.65",$710.14,$0.00,$32.24,$941.42,$359.03,$136.84,"-$1,367.60",$945.62,43.19%,39.44%,,Week 29,"$2,401.26",$717.71,$214.39,$29.51,$788.05,$292.46,$145.13,"$1,030.05","$5,236.62",,,,,,,,
실제 수익,"$74,624.07",10/3/2017 Tues,"$2,539.30",$903.39,$310.60,$20.67,$682.21,$270.19,$121.73,"-$1,780.63","$1,293.61",29.55%,50.94%,,,,,,,,,,$758.67,,,,,,,,,
보고 수익,"$49,072.71",10/4/2017 Wed,"$2,342.09",$850.39,$159.80,$28.40,$723.68,$217.12,$150.54,"-$1,532.81",$926.80,33.99%,39.57%,,,,,,,,,,$809.28,,,,,,,,,
카드 수익,"$35,119.69",10/5/2017 Thur,"$2,185.99",$709.01,$74.40,$46.47,$761.89,$275.82,$119.81,"-$1,456.44",$936.45,38.34%,42.84%,,,,,,,,,,$729.55,,,,,,,,,
,"$13,953.02",10/6/2017 Fri,"$2,518.75",$716.24,$331.70,$28.38,$636.27,$401.01,$176.40,"-$1,769.79","$1,256.75",27.79%,49.90%,,,,,,,,,,$748.96,,,,,,,,,
담배 수익,"$27,790.76",10/7/2017 Sat,"$2,374.25",$519.30,$235.70,$24.23,$981.36,$245.41,$152.68,"-$1,901.92","$1,486.13",45.47%,62.59%,,,,,,,,,,$472.33,,,,,,,,,
그로서리 수익,$812.89,10/8/2017 Sun,"$2,450.78",$615.49,$388.50,$26.20,$789.50,$278.63,$157.88,"-$1,763.00","$1,289.43",35.44%,52.61%,,,,,,,,,,$687.78,,,,,,,,,
잡화 수익,"$26,490.64",10/9/2017 Mon,"$2,169.06",$664.91,$164.80,$28.11,$762.25,$238.64,$141.68,"-$1,399.27","$1,087.17",38.66%,50.12%,,Week 30,"$2,528.53",$708.97,$186.11,$28.01,$972.61,$258.66,$157.69,$769.79,"$6,189.44",,,,,,,,
토바코 수익,"$8,269.04",10/10/2017 Tues,"$3,172.27",$868.18,$70.90,$36.61,"$1,321.85",$416.16,$206.83,"-$2,236.42","$1,738.26",45.84%,54.80%,,,,,,,,,,$935.85,,,,,,,,,
맥주 수익,"$4,676.72",10/11/2017 Wed,"$2,494.15",$566.39,$381.50,$31.89,$920.68,$165.67,$201.51,"-$1,546.07","$1,097.73",40.60%,44.01%,,,,,,,,,,$948.08,,,,,,,,,
,,10/12/2017 Thur,"$2,026.88",$541.23,$0.00,$24.34,$779.69,$321.43,$176.37,"-$1,177.53",$996.36,42.31%,49.16%,,,,,,,,,,$849.35,,,,,,,,,
,,10/13/2017 Fri,"$2,842.66",$924.98,$219.70,$31.86,"$1,006.84",$257.72,$143.50,"-$1,835.37","$1,358.93",38.96%,47.80%,,,,,,,,,,"$1,007.29",,,,,,,,,
,,10/14/2017 Sat,"$3,251.42",$803.89,$465.90,$27.79,"$1,351.03",$212.42,$122.74,"-$2,259.80","$1,668.41",45.71%,51.31%,,,,,,,,,,$991.62,,,,,,,,,
,,10/15/2017 Sun,"$1,743.26",$593.24,$0.00,$15.46,$665.96,$198.60,$111.23,"-$1,055.80",$828.15,42.02%,47.51%,,,,,,,,,,$687.46,,,,,,,,,
,,10/16/2017 Mon,"$2,520.16",$861.28,$79.90,$31.83,$973.74,$185.28,$191.71,"-$1,518.88","$1,001.48",42.50%,39.74%,,Week 31,"$2,487.22",$734.52,$151.24,$22.93,$947.10,$257.27,$160.52,"$1,001.28","$6,336.44",,,,,,,,
,,10/17/2017 Tues,"$2,182.91",$696.60,$0.00,$25.01,$827.17,$272.42,$163.65,"-$1,372.62","$1,031.75",41.68%,47.26%,,,,,,,,,,$810.29,,,,,,,,,
,,10/18/2017 Wed,"$2,462.60",$687.51,$159.80,$8.50,"$1,023.11",$252.86,$114.16,"-$1,434.90",$863.43,45.70%,35.06%,,,,,,,,,,"$1,027.70",,,,,,,,,
,,10/19/2017 Thur,"$2,578.64",$806.54,$152.39,$23.02,$980.34,$247.80,$157.79,"-$1,587.96","$1,334.32",41.82%,51.75%,,,,,,,,,,$990.68,,,,,,,,,
,,10/20/2017 Fri,"$2,862.63",$805.40,$211.20,$23.00,"$1,047.37",$311.83,$204.14,"-$2,015.13","$1,442.85",40.25%,50.40%,,,,,,,,,,$847.50,,,,,,,,,
,,10/21/2017 Sat,"$2,765.18",$633.06,$221.70,$23.29,"$1,246.06",$256.33,$156.61,"-$1,737.42","$1,331.00",49.57%,48.13%,,,,,,,,,,"$1,027.76",,,,,,,,,
,,10/22/2017 Sun,"$2,038.39",$651.24,$233.70,$25.86,$531.91,$274.34,$135.56,"-$1,407.16",$899.03,28.70%,44.10%,,,,,,,,,,$631.23,,,,,,,,,
,,10/23/2017 Mon,"$2,568.31",$657.96,$221.70,$19.78,"$1,020.39",$276.16,$138.94,"-$1,686.62","$1,293.25",43.70%,50.35%,,Week 32,"$2,373.23",$725.75,$197.53,$26.20,$798.94,$271.05,$136.31,$881.69,"$5,699.71",,,,,,,,
,,10/24/2017 Tues,"$2,767.97",$684.21,$290.60,$31.03,"$1,174.09",$218.91,$118.01,"-$1,945.55","$1,448.54",46.66%,52.33%,,,,,,,,,,$822.42,,,,,,,,,
,,10/25/2017 Wed,"$2,218.30",$602.49,$154.30,$21.11,$826.84,$298.52,$107.18,"-$1,575.54","$1,177.46",41.00%,53.08%,,,,,,,,,,$642.76,,,,,,,,,
,,10/26/2017 Thur,"$1,847.00",$730.73,$93.90,$44.84,$459.10,$157.93,$193.93,"-$1,308.98",$746.32,27.34%,40.41%,,,,,,,,,,$538.02,,,,,,,,,
,,10/27/2017 Fri,"$2,604.19",$889.48,$232.69,$35.58,$683.65,$342.81,$155.48,"-$1,477.58","$1,008.03",28.88%,38.71%,,,,,,,,,,"$1,126.61",,,,,,,,,
,,10/28/2017 Sat,"$2,648.73",$891.20,$79.90,$23.33,$957.41,$344.45,$134.79,"-$1,558.38","$1,179.52",39.76%,44.53%,,,,,,,,,,"$1,090.35",,,,,,,,,
,,10/29/2017 Sun,"$1,958.08",$624.19,$309.60,$7.73,$471.10,$258.56,$105.85,"-$1,360.22","$1,032.64",26.47%,52.74%,,,,,,,,,,$597.86,,,,,,,,,
,,10/30/2017 Mon,"$2,282.30",$637.07,$151.30,$23.20,$909.02,$209.35,$144.93,"-$1,408.00",$844.82,43.81%,37.02%,,Week 33,"$2,497.11",$700.37,$184.90,$24.41,$923.88,$296.41,$140.20,$874.30,"$5,785.20",,,,,,,,
,,10/31/2017 Tues,"$1,921.96",$723.88,$152.30,$21.87,$415.16,$287.26,$147.09,"-$1,406.78",$866.23,23.76%,45.07%,,,,,,,,,,$515.18,,,,,,,,,
2017년 11월,매출 보고,11/1/2017 Wed,"$2,287.90",$743.55,$156.80,$24.05,$816.51,$198.37,$140.79,"-$1,441.59",$973.89,39.26%,42.57%,,,,,,,,,,$846.31,,,,,,,,,
,,11/2/2017 Thur,"$2,750.31",$943.53,$210.70,$24.12,$866.27,$295.80,$159.98,"-$1,743.79","$1,235.90",34.65%,44.94%,,,,,,,,,,"$1,006.52",,,,,,,,,
실제 수익,"$74,369.68",11/3/2017 Fri,"$3,318.98",$732.16,$70.90,$21.43,"$1,560.14",$459.26,$173.28,"-$2,085.32","$1,437.03",51.71%,43.30%,,,,,,,,,,"$1,233.66",,,,,,,,,
보고 수익,"$49,525.15",11/4/2017 Sat,"$2,616.74",$682.70,$0.00,$39.83,"$1,162.39",$377.25,$116.54,"-$1,803.01","$1,396.68",48.86%,53.37%,,,,,,,,,,$813.73,,,,,,,,,
카드 수익,"$36,641.84",11/5/2017 Sun,"$2,301.59",$439.72,$552.30,$16.39,$737.64,$247.59,$98.79,"-$1,806.09","$1,456.06",35.25%,63.26%,,,,,,,,,,$495.50,,,,,,,,,
,"$12,883.31",11/6/2017 Mon,"$1,926.37",$692.53,$0.00,$14.12,$585.27,$320.75,$138.50,"-$1,377.36",$849.95,33.42%,44.12%,,Week 34,"$2,365.47",$645.44,$163.79,$23.55,$865.54,$272.70,$133.34,$549.01,"$5,501.40",,,,,,,,
담배 수익,"$26,579.52",11/7/2017 Tues,"$2,396.19",$635.11,$153.80,$19.00,$972.21,$273.64,$124.77,"-$1,499.50","$1,131.43",44.63%,47.22%,,,,,,,,,,$896.69,,,,,,,,,
그로서리 수익,$707.62,11/8/2017 Wed,"$2,492.22",$628.42,$72.40,$40.74,$756.96,$275.73,$167.85,"-$1,692.78","$1,004.25",33.41%,40.30%,,,,,,,,,,$799.44,,,,,,,,,
잡화 수익,"$27,433.63",11/9/2017 Thur,"$2,237.02",$526.98,$159.80,$17.60,"$1,054.32",$168.27,$106.86,"-$1,240.60","$1,046.23",51.84%,46.77%,,,,,,,,,,$996.42,,,,,,,,,
토바코 수익,"$8,895.83",11/10/2017 Fri,"$2,546.31",$836.36,$150.80,$23.74,$823.14,$334.47,$146.48,"-$1,762.77","$1,356.32",35.56%,53.27%,,,,,,,,,,$783.54,,,,,,,,,
맥주 수익,"$4,215.23",11/11/2017 Sat,"$2,844.02",$710.49,$154.30,$31.23,"$1,293.34",$271.63,$124.42,"-$1,944.14","$1,502.56",50.02%,52.83%,,,,,,,,,,$899.88,,,,,,,,,
,,11/12/2017 Sun,"$2,116.19",$488.16,$455.40,$18.41,$573.51,$264.41,$124.53,"-$1,539.77","$1,032.24",29.81%,48.78%,,,,,,,,,,$576.42,,,,,,,,,
,,11/13/2017 Mon,"$1,953.52",$631.14,$82.90,$17.73,$736.05,$228.38,$78.65,"-$1,323.77","$1,011.65",41.45%,51.79%,,Week 35,"$2,378.16",$657.44,$206.85,$22.97,$828.78,$291.57,$144.77,$629.75,"$5,157.72",,,,,,,,
,,11/14/2017 Tues,"$2,610.06",$716.55,$319.60,$34.70,$817.19,$305.41,$179.86,"-$1,819.15","$1,548.32",34.44%,59.32%,,,,,,,,,,$790.91,,,,,,,,,
,,11/15/2017 Wed,"$2,054.81",$496.20,$225.20,$18.28,$718.04,$272.79,$137.89,"-$1,491.29","$1,147.98",38.44%,55.87%,,,,,,,,,,$563.52,,,,,,,,,
,,11/16/2017 Thur,"$2,340.05",$681.05,$379.70,$19.39,$643.18,$297.37,$107.01,"-$1,678.39","$1,320.20",30.23%,56.42%,,,,,,,,,,$661.66,,,,,,,,,
,,11/17/2017 Fri,"$2,397.00",$628.54,$0.00,$23.04,$931.48,$351.62,$185.50,"-$1,504.29","$1,149.03",42.75%,47.94%,,,,,,,,,,$892.71,,,,,,,,,
,,11/18/2017 Sat,"$3,320.53",$860.11,$270.78,$31.58,"$1,330.78",$346.51,$174.81,"-$2,272.58","$1,622.29",44.09%,48.86%,,,,,,,,,,"$1,047.95",,,,,,,,,
,,11/19/2017 Sun,"$1,971.17",$588.51,$169.80,$16.07,$624.74,$238.88,$149.68,"-$1,399.95","$1,028.49",34.86%,52.18%,,,,,,,,,,$571.22,,,,,,,,,
,,11/20/2017 Mon,"$2,109.50",$565.29,$159.80,$29.01,$564.10,$391.19,$208.64,"-$1,383.30",$897.61,29.42%,42.55%,,Week 36,"$2,224.15",$597.57,$162.07,$19.03,$817.20,$287.30,$138.48,$726.20,"$5,460.23",,,,,,,,
,,11/21/2017 Tues,"$2,100.85",$632.47,$134.30,$17.17,$756.55,$213.67,$152.02,"-$1,317.13","$1,010.70",39.61%,48.11%,,,,,,,,,,$783.72,,,,,,,,,
,,11/22/2017 Wed,"$2,517.52",$578.75,$242.70,$17.15,$920.44,$361.79,$168.14,"-$1,591.50","$1,117.45",40.22%,44.39%,,,,,,,,,,$926.02,,,,,,,,,
,,11/23/2017 Thur,"$2,187.70",$522.08,$79.90,$16.64,"$1,054.27",$228.42,$87.30,"-$1,331.52","$1,011.89",53.01%,46.25%,Thanksgiving Day,,,,,,,,,$856.18,,,,,,,,,
,,11/24/2017 Fri,"$2,313.38",$626.95,$132.80,$26.49,$998.49,$242.78,$76.00,"-$1,372.20","$1,057.70",47.48%,45.72%,9AM-7PM,,,,,,,,,$941.18,,,,,,,,,
