,dates,total,pack,carton,grcy,misc_total,tobacco,beer,main,card
1120,2020-04-21,6235.53,923.27,453.5,42.58,3627.74,397.37,223.92,-5135.42,3819.78
1121,2020-04-22,6905.01,1050.21,800.0,34.46,3619.99,577.46,207.96,-5308.52,4100.09
1122,2020-04-23,7474.46,1053.62,944.0,58.93,3837.76,532.88,367.46,-5687.97,4579.44
1123,2020-04-24,7684.91,1460.14,636.0,51.81,4019.93,484.66,333.28,-6349.83,4922.49
1124,2020-04-25,6487.47,987.04,702.0,65.76,3389.28,513.44,239.86,-5788.49,4308.68
1125,2020-04-26,6162.25,883.26,560.4,48.98,3474.18,436.31,200.6,-4954.32,3802.74
1126,2020-04-27,7427.44,1235.21,367.0,65.29,4200.55,617.12,266.6,-6044.63,4704.11
1127,2020-04-28,6631.69,955.88,1155.0,42.21,3421.57,409.51,375.82,-5421.57,4227.55
1128,2020-04-29,6478.02,1037.94,777.4,84.58,3128.76,575.85,284.16,-4304.04,3395.44
1129,2020-04-30,7015.87,1295.92,224.4,41.38,4013.81,597.12,205.07,-6190.69,4810.46
1130,2020-05-01,8547.71,1631.64,376.4,71.02,4761.14,585.86,344.43,-6066.77,4878.9
1131,2020-05-02,6478.4,1044.41,575.2,46.5,3463.37,489.13,270.45,-5378.27,3886.5
1132,2020-05-03,6678.84,745.69,1323.9,123.51,3337.14,290.36,200.7,-6073.68,4813.51
1133,2020-05-04,7175.81,1198.43,574.8,32.29,3828.38,610.45,287.7,-5553.25,4389.51
1134,2020-05-05,6478.46,1052.79,580.0,56.48,3415.95,590.16,194.13,-5069.26,3515.93
1135,2020-05-06,6941.75,1118.92,821.1,50.29,3589.37,486.87,243.81,-4785.65,3678.17
1136,2020-05-07,6260.29,1069.81,907.3,48.21,2990.85,374.34,300.46,-5105.19,3975.76
1137,2020-05-08,8001.01,1197.22,833.0,138.86,4088.24,589.12,426.87,-6120.99,4683.21
1138,2020-05-09,7568.68,1173.31,395.9,68.83,4374.85,534.73,332.65,-6388.27,5128.16
1139,2020-05-10,5919.91,803.77,478.1,78.31,3371.64,371.9,277.72,-4819.81,3660.3
1140,2020-05-11,6519.71,1312.09,848.4,60.86,3085.67,415.04,204.62,-5230.34,4167.98
1141,2020-05-12,6285.01,1068.49,753.7,39.19,3118.62,495.37,237.88,-5862.56,4463.73
1142,2020-05-13,5943.18,1068.49,753.7,39.19,2840.23,454.03,237.88,-4943.18,3627.04
1143,2020-05-14,6786.88,921.21,986.4,67.63,3433.19,497.18,263.96,-5367.7,4137.63
1144,2020-05-15,7824.1,1019.85,579.0,52.13,4603.95,471.59,394.98,-6073.91,4735.77
